N,P,K,Soil_pH,Soil_Moisture,Soil_Type,Temperature,Humidity,Rainfall,Season,Irrigation_Type,Recommended_Crop
105,48,12,4.82,57.65,Sandy,17.73,71.01,2119.67,Kharif,Canal,Sugarcane
68,49,50,7.05,42.35,Sandy,12.87,48.86,1846.4,Kharif,Drip,Wheat
89,51,17,6.41,14.29,Silt,24.96,31.21,1949.86,Rabi,Sprinkler,Rice
34,86,99,8.24,37.02,Silt,19.83,50.26,466.9,Rabi,Sprinkler,Wheat
73,85,105,5.66,55.47,Clay,25.66,79.93,552.06,Rabi,Canal,Millet
120,17,84,7.4,10.33,Silt,23.59,44.86,2481.03,Kharif,Drip,Rice
27,88,72,7.42,18.35,Loamy,25.59,68.01,1407.56,Zaid,Rainfed,Tomato
72,35,74,5.39,50.73,Clay,18.93,56.38,802.78,Zaid,Sprinkler,Cotton
79,21,88,8.11,54.7,Clay,34.45,62.93,459.49,Kharif,Drip,Millet
127,52,13,6.46,45.36,Sandy,26.03,65.75,936.13,Rabi,Rainfed,Wheat
24,60,77,7.22,59.58,Silt,16.25,57.29,1026.55,Rabi,Drip,Wheat
122,72,101,5.08,14.51,Sandy,37.05,33.47,2952.3,Kharif,Sprinkler,Rice
25,58,19,5.53,37.28,Clay,13.28,64.06,2536.61,Zaid,Drip,Barley
128,36,84,6.84,44.25,Sandy,32,53.85,419.68,Kharif,Sprinkler,Millet
135,18,59,5.78,45.13,Loamy,30.35,41.99,2295.66,Rabi,Canal,Rice
113,48,32,6.5,49.67,Loamy,12.19,83.79,1779,Zaid,Sprinkler,Wheat
66,74,70,6,55.88,Clay,37.05,74.16,839.73,Zaid,Canal,Pulses
118,80,56,7.06,28.08,Loamy,19.49,47.04,2290.42,Kharif,Canal,Wheat
74,80,12,6.45,12.15,Silt,32.23,62.34,284.5,Kharif,Rainfed,Millet
71,16,112,4.52,28.12,Clay,18.31,87.79,2248.29,Rabi,Canal,Barley
32,81,112,7.1,43.58,Silt,25.77,44.73,2706.81,Rabi,Canal,Rice
133,89,26,6.19,20.67,Loamy,39.17,86.84,2671.32,Rabi,Sprinkler,Rice
143,76,31,5.87,50.5,Sandy,28.32,71,2362.55,Rabi,Rainfed,Rice
125,19,100,4.88,20.99,Silt,18.89,62.45,2817.25,Rabi,Drip,Sugarcane
139,80,25,5.38,10.5,Silt,23.75,88.99,2180.52,Rabi,Rainfed,Rice
82,62,89,5.4,35.4,Loamy,30.28,50.02,2122.84,Kharif,Canal,Rice
38,66,113,8.24,46.32,Silt,23.36,46.69,273.34,Rabi,Canal,Potato
111,36,12,6.23,27.48,Silt,37.32,50.38,687.73,Zaid,Sprinkler,Millet
77,63,61,4.67,47.44,Sandy,36.02,75.05,2388,Kharif,Sprinkler,Rice
109,13,42,5.06,31.92,Clay,14.4,50.22,2993.01,Zaid,Sprinkler,Sugarcane
136,32,51,4.82,18.59,Loamy,33.55,36.17,2215.81,Rabi,Drip,Rice
81,57,11,6.86,14.53,Sandy,38.27,68.66,1823.52,Kharif,Rainfed,Rice
42,51,48,5.25,45.53,Sandy,19.51,43.38,713.57,Rabi,Rainfed,Potato
146,12,55,6.49,29.29,Clay,17.15,30.25,2854.15,Rabi,Drip,Wheat
156,12,57,5.98,55.64,Clay,10.29,41.95,2019.25,Zaid,Canal,Sugarcane
159,37,36,7.72,37.01,Loamy,13.47,79.15,1569.31,Rabi,Drip,Wheat
148,72,24,5.78,27.42,Loamy,38.83,86.41,2611.88,Kharif,Canal,Rice
77,40,16,6.33,27.45,Loamy,21.73,69.72,2869.19,Kharif,Drip,Rice
141,19,118,7.39,16.57,Sandy,21.62,48.63,1239.32,Kharif,Sprinkler,Sugarcane
20,58,66,6.23,39.69,Silt,18,56.19,1644.2,Kharif,Sprinkler,Wheat
53,30,51,7.67,39.11,Clay,14.92,41.67,522.29,Zaid,Drip,Wheat
115,62,18,7.15,50,Loamy,25.26,82.85,2887.59,Rabi,Drip,Rice
145,85,114,6.14,20.06,Loamy,31.7,69.93,537.89,Zaid,Drip,Millet
137,63,15,6.52,24.54,Sandy,26.52,35.06,2801.28,Kharif,Drip,Rice
67,66,66,8.37,14.86,Loamy,11.06,52.02,734.9,Zaid,Sprinkler,Wheat
108,29,85,7.15,24.77,Sandy,34.1,62.28,2744.57,Rabi,Rainfed,Rice
136,58,39,8.12,31.41,Silt,37.95,77.84,1466.46,Zaid,Sprinkler,Sugarcane
148,16,64,5.22,58.2,Sandy,23.21,85.23,1857.78,Kharif,Canal,Rice
35,38,93,6.43,42.65,Clay,20.99,37.96,299.74,Rabi,Sprinkler,Potato
88,57,93,8.13,49.14,Sandy,16.9,80.07,1304.28,Zaid,Drip,Wheat
41,22,63,5.79,26.28,Silt,19.06,33.95,1581.5,Zaid,Canal,Potato
112,12,119,8.37,17.23,Silt,29.33,44.43,226.4,Kharif,Drip,Millet
95,11,36,4.89,22.84,Clay,33.1,31.26,2050.4,Rabi,Sprinkler,Rice
105,25,93,8.11,22.82,Sandy,19.97,33.83,2548.91,Kharif,Sprinkler,Wheat
48,15,68,6.28,39.16,Clay,20.19,31.95,269.38,Rabi,Sprinkler,Barley
88,54,16,4.79,27.07,Silt,23.53,38.76,1579.1,Rabi,Rainfed,Rice
66,80,49,8.02,52.87,Sandy,15.11,82.59,294.45,Zaid,Rainfed,Wheat
113,14,113,5.51,59.43,Loamy,37.82,47.03,2645.22,Kharif,Canal,Rice
104,65,103,4.59,27.16,Silt,31.16,58.78,650.28,Rabi,Rainfed,Millet
58,80,81,5.04,45.25,Silt,23.01,59.23,363.87,Kharif,Sprinkler,Potato
119,41,11,7.14,42.87,Clay,13.67,89.72,2601.55,Zaid,Drip,Wheat
52,58,23,8.41,19.72,Silt,35.46,51.88,1444.62,Rabi,Sprinkler,Potato
120,22,19,4.95,55.9,Clay,24.51,45.91,467.15,Zaid,Drip,Rice
42,39,59,6.35,19.97,Sandy,33.91,87.79,2014.17,Rabi,Canal,Rice
29,34,27,5.22,46.85,Loamy,11,65.55,2175.68,Zaid,Canal,Sugarcane
88,69,27,7.48,27.38,Loamy,18.21,47.37,1791.34,Rabi,Drip,Wheat
119,68,25,4.97,28.35,Clay,28.66,47.25,1129.96,Zaid,Canal,Sugarcane
53,37,61,5.46,32.77,Loamy,24.64,35.18,1388.56,Kharif,Drip,Pulses
157,67,78,5.29,53.23,Loamy,18.85,63.41,2873.55,Kharif,Drip,Sugarcane
115,29,61,6.71,17.01,Silt,16.03,73.42,1696.21,Kharif,Canal,Wheat
20,43,40,7.99,12.73,Silt,19.05,58.48,1311.77,Kharif,Drip,Wheat
88,14,110,6.54,30.1,Sandy,32.27,83.07,2182.94,Rabi,Drip,Rice
23,69,93,4.73,12.78,Silt,15.51,59.04,413.24,Kharif,Sprinkler,Cotton
35,52,32,6.75,44.38,Silt,27.81,50.78,1012.64,Kharif,Rainfed,Tomato
43,66,105,7.69,48.02,Silt,22.71,45.05,834.12,Kharif,Canal,Tomato
99,66,51,5.03,52.74,Silt,32.89,44.6,2104.29,Zaid,Rainfed,Rice
21,84,90,4.79,47.19,Loamy,16.05,48.99,1890.96,Kharif,Sprinkler,Potato
147,63,71,5.25,55.82,Loamy,18.1,89.52,2326.42,Zaid,Sprinkler,Sugarcane
103,54,86,7.48,47.42,Loamy,21.96,51.65,1394.96,Rabi,Drip,Sugarcane
159,46,59,6.87,56.8,Silt,15,61.48,687.04,Zaid,Drip,Wheat
143,57,86,6.66,19.66,Loamy,23.84,46.48,711.92,Kharif,Canal,Maize
52,63,90,5.5,34.99,Sandy,22.48,38.61,2698.31,Rabi,Canal,Rice
120,57,24,5.83,59.7,Sandy,39.7,68.75,409.7,Rabi,Sprinkler,Millet
31,15,99,8.36,44.08,Silt,27.82,62.71,1863.54,Rabi,Canal,Rice
86,43,53,5.46,53.93,Loamy,12.08,34.07,848.68,Zaid,Canal,Barley
84,72,101,8.11,11.52,Sandy,23.8,82.97,799.98,Rabi,Canal,Potato
93,87,51,6.82,53.59,Clay,36.36,60.46,475.54,Kharif,Drip,Millet
62,57,54,4.99,44.89,Silt,36,50.12,2941.99,Rabi,Sprinkler,Rice
63,32,103,6.37,18.54,Sandy,38.85,76.76,370.76,Rabi,Drip,Millet
48,22,116,8.29,11.28,Sandy,36.83,36.73,613.7,Kharif,Rainfed,Millet
31,56,44,6.17,23,Sandy,15.29,58.43,1222.47,Rabi,Drip,Wheat
114,53,31,7.95,55.79,Clay,10.11,62.93,1476.23,Rabi,Rainfed,Wheat
65,41,83,5.53,43.41,Clay,28.49,76.51,2862.24,Kharif,Drip,Rice
149,35,84,6.78,55.97,Clay,31.07,52.21,877.01,Kharif,Sprinkler,Pulses
54,62,47,7.88,32.31,Sandy,13.94,81.3,2218.74,Zaid,Sprinkler,Wheat
100,23,106,8.18,56.83,Clay,15.01,71.86,2037.89,Zaid,Canal,Wheat
109,61,79,6.44,33.15,Silt,38.89,76.26,1648.99,Kharif,Sprinkler,Rice
27,45,73,7.06,20.21,Clay,38.31,88.14,944.97,Zaid,Canal,Sugarcane
112,17,110,4.51,17.57,Silt,14.71,80.69,638.58,Kharif,Rainfed,Maize
109,49,16,5.51,59.69,Sandy,17.41,50.81,694.26,Zaid,Rainfed,Cotton
134,31,53,5.61,26.69,Loamy,36.76,68.75,1168.78,Zaid,Rainfed,Sugarcane
124,25,85,4.87,18,Silt,23.05,82.12,583.94,Zaid,Sprinkler,Sugarcane
154,69,16,5.62,10.42,Silt,33.94,61.51,2996.03,Rabi,Canal,Rice
77,69,75,5.78,24.28,Silt,21.88,70.97,1448.29,Rabi,Rainfed,Barley
133,19,69,8.38,54.46,Sandy,32.09,40.34,1709.17,Rabi,Canal,Rice
94,34,10,7.17,36.7,Silt,21.9,78.95,1926.08,Kharif,Sprinkler,Rice
139,40,71,6.2,41.62,Sandy,36.98,75.45,748.2,Zaid,Rainfed,Millet
40,30,96,8.45,56.12,Silt,19.77,83.33,1548.91,Kharif,Canal,Wheat
157,42,98,5.11,35.64,Sandy,25.69,72.61,376.09,Kharif,Rainfed,Millet
120,40,27,6.4,51.91,Loamy,25.65,82.61,2913.67,Zaid,Rainfed,Rice
118,30,117,7.09,26.19,Sandy,29.47,39.73,1523.91,Zaid,Drip,Rice
55,45,16,4.72,58.86,Sandy,19.2,78.82,283.05,Zaid,Canal,Cotton
115,74,63,7.37,13.94,Loamy,29.28,87.18,1877.41,Zaid,Sprinkler,Rice
56,13,76,4.9,46.24,Sandy,14.23,78.93,480.32,Kharif,Canal,Cotton
31,77,102,5.06,43.03,Sandy,36.81,66.91,2411.95,Rabi,Drip,Rice
132,13,19,5.14,19.58,Silt,14.33,85.59,2869.4,Rabi,Rainfed,Sugarcane
32,18,70,8.22,29.44,Sandy,35.21,35.67,2766.37,Kharif,Sprinkler,Rice
42,39,68,7.23,25.64,Silt,30.79,31.01,1397.79,Rabi,Sprinkler,Wheat
118,54,68,7.12,14.72,Loamy,20.23,87.92,2195.23,Rabi,Drip,Rice
124,13,116,6.72,39.24,Sandy,19.82,70.98,636.25,Zaid,Sprinkler,Wheat
49,78,78,5.67,59.68,Loamy,38.98,36.85,411.95,Zaid,Canal,Millet
36,32,72,6.98,37.98,Loamy,15.85,50.4,2498.94,Rabi,Rainfed,Wheat
132,25,107,6.14,37.26,Clay,31.69,74.93,2146.47,Zaid,Canal,Rice
81,31,17,5.08,12.02,Sandy,15.51,75.02,2739.77,Rabi,Drip,Potato
103,81,87,7.26,16.96,Sandy,37.16,40.2,2760.85,Kharif,Rainfed,Rice
131,57,113,5.02,35.66,Silt,32.26,58.21,1172.38,Rabi,Drip,Sugarcane
105,71,64,5.26,59.26,Silt,37.98,78.44,1092.21,Zaid,Drip,Sugarcane
38,69,15,7.77,53.83,Clay,36.37,88.01,1437.32,Zaid,Drip,Cotton
119,89,10,7.14,27.01,Clay,26.48,67.35,2063.91,Zaid,Rainfed,Rice
159,14,65,7.02,37.15,Sandy,14.57,68.29,213.97,Kharif,Drip,Wheat
95,89,106,6.17,37.64,Sandy,16.64,58.16,1696.91,Kharif,Sprinkler,Wheat
28,16,113,6.09,44.27,Clay,16.05,62.34,255.25,Rabi,Sprinkler,Wheat
47,60,84,7.26,44.39,Sandy,16.62,35.94,1461.89,Zaid,Canal,Wheat
147,74,97,7.46,49.49,Sandy,24.29,50.98,430.38,Kharif,Drip,Cotton
71,18,19,6.54,11.25,Sandy,36.03,60.44,1774.21,Zaid,Sprinkler,Rice
102,54,117,8.38,57.18,Clay,10.69,46.5,1079.97,Rabi,Drip,Wheat
130,56,32,8.32,13.5,Clay,17.15,51.59,1540.96,Kharif,Canal,Wheat
136,76,25,6.15,33.81,Loamy,27.9,88.27,2881.54,Zaid,Canal,Rice
88,33,110,7.78,55.98,Silt,35.96,30.31,1154.71,Rabi,Sprinkler,Wheat
118,19,25,6.67,34.38,Loamy,18.92,48.16,2213.99,Zaid,Rainfed,Wheat
159,82,65,6.55,13.18,Sandy,21.48,65.04,2113.23,Rabi,Rainfed,Rice
44,86,117,4.72,21.46,Sandy,21.2,46.74,2633,Rabi,Rainfed,Rice
142,57,104,6.8,38.93,Loamy,18.81,70.59,1136.35,Zaid,Sprinkler,Wheat
72,44,15,8.1,14.39,Loamy,30.96,47.96,357.02,Rabi,Sprinkler,Millet
76,63,39,7.62,31.18,Loamy,29.67,68.29,2917.77,Rabi,Canal,Rice
58,80,72,7.65,26.45,Sandy,35.3,80.99,1214.6,Rabi,Sprinkler,Potato
128,25,110,5.14,50.76,Sandy,37.53,69.52,742.47,Kharif,Canal,Millet
61,62,10,5.93,15.51,Loamy,37.01,32.99,2759.48,Rabi,Rainfed,Rice
141,49,60,5.43,44.14,Clay,26.2,77.71,733.71,Kharif,Rainfed,Millet
152,29,115,5.76,30.33,Silt,15.57,42.77,1680.52,Rabi,Rainfed,Sugarcane
94,78,98,6.82,39.39,Silt,16.66,68.09,2315.4,Rabi,Canal,Wheat
95,54,55,5.96,20.28,Loamy,27.71,68.8,2246.84,Rabi,Sprinkler,Rice
28,15,30,6.74,40.49,Clay,37.55,78.22,282.5,Zaid,Drip,Millet
93,78,108,6.25,43.7,Silt,25.91,60.35,766.82,Zaid,Canal,Millet
26,58,47,5.65,13.51,Clay,38.07,52.56,2687.78,Zaid,Rainfed,Rice
156,48,78,4.88,51.22,Silt,17.87,61.08,1748.91,Kharif,Canal,Sugarcane
46,11,72,8.07,53.06,Silt,12.59,62.75,2124.22,Rabi,Drip,Wheat
141,48,59,4.55,13.18,Sandy,33.89,79.29,1326.42,Zaid,Canal,Sugarcane
24,30,21,4.51,40.16,Clay,36.38,42.3,2286.57,Rabi,Rainfed,Rice
48,49,78,7.81,39.7,Silt,23.44,80.81,1009.47,Rabi,Drip,Wheat
102,63,82,8.49,10.62,Clay,13.07,51.94,849.69,Rabi,Drip,Wheat
155,21,53,7.41,27.12,Loamy,11.27,74.63,2991.91,Rabi,Rainfed,Wheat
128,46,61,4.56,58.45,Loamy,11.88,50.14,641.42,Kharif,Sprinkler,Wheat
84,47,18,5.41,37.77,Clay,23.17,72.53,2947.81,Zaid,Canal,Rice
105,24,108,8.39,56.66,Silt,17.04,77.95,2794.23,Kharif,Canal,Wheat
90,16,74,7.73,43.78,Loamy,23.86,63.48,2201.09,Rabi,Sprinkler,Rice
64,87,19,6.77,11.42,Loamy,24.65,67.17,1829.52,Zaid,Drip,Rice
151,59,55,5.45,13.89,Silt,23.74,72.47,212.68,Zaid,Sprinkler,Tomato
55,74,112,4.56,46.11,Loamy,28.6,71.31,1978.8,Zaid,Canal,Rice
89,76,109,4.58,37.73,Loamy,30.38,73.64,2362.75,Rabi,Rainfed,Rice
38,53,67,6.95,16.36,Silt,21.88,80.98,2252.05,Kharif,Drip,Rice
127,40,46,4.59,40.7,Clay,20.11,43.23,681.78,Zaid,Canal,Sugarcane
110,52,61,8.47,50.51,Clay,21.05,42.88,1724.69,Rabi,Sprinkler,Rice
109,86,108,5.23,47.65,Silt,12.11,88.24,1740.55,Rabi,Drip,Sugarcane
38,57,90,7.34,22.31,Silt,19.65,81.08,2028.07,Rabi,Sprinkler,Wheat
58,70,22,5.12,22.91,Clay,16,65.5,2526.65,Rabi,Drip,Wheat
145,84,15,6.66,58.39,Silt,18.73,30.49,2155.05,Rabi,Drip,Wheat
145,19,67,4.82,54.37,Clay,31.43,81.29,595.66,Zaid,Canal,Millet
77,38,110,7.57,25.92,Clay,39.66,75.1,253.29,Kharif,Rainfed,Millet
80,57,57,6.84,51.2,Sandy,37.71,87.38,582.44,Zaid,Canal,Millet
146,71,41,4.84,18.09,Loamy,34.65,30.79,312.79,Kharif,Drip,Millet
124,22,20,7.89,19.84,Silt,32.12,31.71,1422.97,Kharif,Drip,Sugarcane
20,53,90,6.69,19.06,Sandy,38.35,61.05,994.51,Zaid,Sprinkler,Millet
150,56,14,8.19,14.39,Clay,32.56,81.36,220.47,Kharif,Drip,Millet
111,73,15,8.17,52.73,Silt,24.13,89.48,424.78,Rabi,Sprinkler,Wheat
132,62,83,8.18,38.94,Loamy,28.04,49.2,1313.12,Kharif,Drip,Sugarcane
75,86,106,4.81,22.95,Clay,19.17,32.18,2831.33,Rabi,Rainfed,Wheat
136,85,103,4.98,52.43,Sandy,10.1,41.73,2985.44,Zaid,Rainfed,Sugarcane
153,53,30,8.45,50.13,Clay,20.61,82.62,340.34,Kharif,Canal,Pulses
77,37,51,6.45,15.05,Silt,22.14,57.99,2525.62,Zaid,Rainfed,Rice
63,11,90,5.45,42.21,Loamy,31.99,81.2,1544.72,Zaid,Canal,Rice
80,66,36,7.58,46.09,Clay,35.78,56.63,1938.92,Zaid,Drip,Rice
66,66,12,5.56,45.79,Silt,38.88,33.2,1616.71,Rabi,Drip,Rice
99,43,69,7.41,46.16,Silt,20.55,67.05,2788.62,Rabi,Drip,Rice
137,67,102,7.85,18.47,Clay,38.72,56.14,1539.76,Zaid,Drip,Rice
39,61,75,7.64,25.75,Loamy,33.98,59.48,670.32,Zaid,Drip,Millet
66,38,102,5.6,52.21,Silt,10.93,86.94,2383.59,Kharif,Drip,Wheat
68,44,58,6.11,54.92,Sandy,27.86,57.42,1638.57,Kharif,Rainfed,Rice
33,84,109,6.15,23.96,Sandy,20.97,77.79,527.79,Rabi,Canal,Cotton
20,57,43,6.47,11.15,Loamy,11.02,33.53,1492.46,Kharif,Rainfed,Wheat
136,42,46,5.17,52.99,Loamy,25.95,58.74,2124.71,Kharif,Drip,Rice
73,84,51,6.31,28.85,Sandy,27.54,65.2,1028.35,Kharif,Rainfed,Potato
137,82,74,6.54,26.47,Loamy,17.57,36.79,2753.53,Rabi,Canal,Wheat
22,87,69,6.63,27.35,Sandy,38.2,48.13,2579.88,Rabi,Rainfed,Rice
31,18,99,7.78,30.78,Clay,28.31,74.38,1790.11,Rabi,Rainfed,Rice
93,57,10,6.57,28.91,Sandy,15.28,41.03,352.24,Kharif,Drip,Wheat
35,76,68,5.42,38.32,Loamy,31.64,37.71,1833.14,Rabi,Canal,Rice
121,45,13,7.15,13.95,Clay,24.97,47.96,1363.69,Zaid,Canal,Sugarcane
136,80,112,7.69,58.58,Loamy,24.2,81.54,2227.39,Kharif,Drip,Rice
27,53,23,5.78,56.82,Sandy,35.04,75.78,947.69,Kharif,Drip,Sugarcane
141,69,119,7.08,56.72,Clay,14.15,76.61,1896.14,Zaid,Drip,Wheat
111,72,27,5.09,53.96,Silt,24.73,49.35,1752.42,Rabi,Sprinkler,Rice
109,14,43,5.87,43.02,Sandy,33.42,35.94,1675.18,Zaid,Sprinkler,Rice
155,85,10,8.14,21.06,Clay,29.81,31.92,524.55,Zaid,Drip,Millet
79,49,62,8.15,12.47,Silt,10.16,65.17,1571.68,Zaid,Canal,Wheat
47,28,31,6.8,14.97,Loamy,33.62,72.14,1741.74,Zaid,Canal,Rice
120,56,89,7.31,26.2,Sandy,38.34,52.67,2797.44,Zaid,Rainfed,Rice
60,74,70,7.92,35.19,Clay,31.14,61.73,1490.42,Kharif,Rainfed,Rice
65,76,31,8.33,59.66,Silt,36.28,46.74,1991.62,Zaid,Sprinkler,Rice
54,27,59,6.46,31.77,Clay,20.82,51.86,1793.89,Zaid,Canal,Rice
153,59,25,6.75,36.23,Clay,20.52,73.79,746.69,Kharif,Drip,Pulses
101,39,37,6.16,44.76,Sandy,19.63,73.09,716.35,Zaid,Sprinkler,Wheat
134,75,101,4.79,19.04,Loamy,32.05,31.69,2270.31,Zaid,Rainfed,Rice
66,14,95,6.19,56.64,Silt,38.26,86.65,1664.58,Kharif,Drip,Rice
29,51,79,7.66,36.45,Loamy,36.56,46.14,2708.89,Kharif,Rainfed,Rice
75,14,98,7.72,23.81,Silt,14.51,84.46,2742.83,Rabi,Rainfed,Wheat
49,59,51,8.07,56.76,Clay,28.78,60.71,1031.81,Zaid,Drip,Tomato
128,67,75,4.71,41.27,Silt,39.88,59.95,484.28,Rabi,Sprinkler,Millet
24,88,80,6.61,34.18,Silt,18.86,57.04,1163.43,Zaid,Rainfed,Wheat
138,17,90,4.93,39.01,Loamy,29.04,85.35,387.71,Rabi,Rainfed,Millet
52,40,44,5.3,47.42,Silt,37.2,42.49,2387.51,Rabi,Drip,Rice
137,21,29,8.1,17.73,Sandy,36.99,66.7,609.31,Kharif,Rainfed,Millet
84,30,117,6.49,53.24,Loamy,19.64,49.07,2625.81,Kharif,Sprinkler,Wheat
30,71,11,7.53,57.98,Loamy,12.82,84.91,1362.92,Zaid,Sprinkler,Wheat
104,42,16,4.76,38.35,Sandy,29.38,40.16,980.09,Rabi,Sprinkler,Wheat
45,35,105,6.17,44.11,Sandy,38.41,70.57,1604.25,Kharif,Drip,Rice
82,49,58,7.2,52.99,Loamy,25.24,55.31,1895.32,Kharif,Sprinkler,Rice
105,74,92,5.03,28.74,Loamy,23.73,69.67,2164.32,Zaid,Sprinkler,Rice
78,68,85,5.8,59.64,Loamy,35.92,39.46,1146.91,Zaid,Sprinkler,Cotton
46,24,18,4.76,44.03,Clay,22.74,53.62,2952.32,Rabi,Sprinkler,Rice
117,10,36,7.11,31.2,Silt,30.43,36.44,1382.4,Rabi,Rainfed,Sugarcane
124,20,87,8.38,43.87,Sandy,21.66,88.13,2536.51,Zaid,Canal,Rice
118,64,11,7.81,36.08,Clay,21.31,42.84,297.63,Rabi,Rainfed,Barley
148,11,94,8.4,15.58,Clay,15.63,89.59,2378.3,Zaid,Sprinkler,Wheat
74,74,77,7.88,49.79,Clay,12.65,55.11,1743.75,Rabi,Drip,Wheat
25,53,69,7.92,38.22,Silt,36.55,34.29,1990.95,Zaid,Sprinkler,Rice
114,25,94,6.81,49.79,Clay,15.44,31.05,1244.06,Kharif,Canal,Wheat
152,31,95,6.57,17.75,Loamy,11.87,65.94,1725.55,Rabi,Canal,Wheat
121,27,58,6.13,36.92,Sandy,27.47,66.88,2810.22,Rabi,Drip,Rice
22,56,11,7.77,48.33,Silt,26.38,61.49,1280.9,Kharif,Rainfed,Rice
42,39,26,5.23,59.42,Silt,27.03,33.98,496.14,Zaid,Canal,Millet
72,19,92,4.72,54.22,Loamy,24.04,49.89,2217.44,Rabi,Drip,Rice
102,67,113,8.29,53.22,Sandy,14.26,51.54,1614.46,Zaid,Sprinkler,Wheat
104,71,97,4.52,22.37,Clay,10.63,72.29,1389.84,Kharif,Drip,Sugarcane
97,89,29,8.41,51.9,Silt,11.39,55.13,2377.89,Kharif,Rainfed,Wheat
129,15,111,7.42,18.46,Sandy,38.29,64.38,1774.1,Zaid,Drip,Rice
20,76,85,5.81,19.91,Silt,25.96,47.18,1967.87,Kharif,Sprinkler,Rice
70,50,98,7.29,15.51,Sandy,21.99,73.56,2793.01,Zaid,Rainfed,Rice
23,52,96,7.77,52.88,Sandy,22.32,32.81,363.83,Rabi,Sprinkler,Cotton
132,86,107,5.48,15.41,Sandy,29.57,89.31,934.67,Rabi,Sprinkler,Wheat
51,27,41,7.58,16.91,Loamy,21.3,68.49,2715.02,Zaid,Canal,Rice
53,67,60,7.72,22.29,Silt,33.89,38.93,2419.64,Kharif,Rainfed,Rice
111,69,97,5.5,38.63,Clay,17.8,73.05,728.08,Zaid,Sprinkler,Cotton
114,36,51,4.67,54.01,Loamy,21.02,77.19,673.53,Rabi,Canal,Barley
91,77,72,5.32,30.91,Clay,38.05,77.32,2510.38,Zaid,Sprinkler,Rice
58,31,98,5.3,37.31,Loamy,17.81,46.24,1748.02,Kharif,Sprinkler,Sugarcane
137,33,70,4.76,18.32,Loamy,29.85,87.52,2608.95,Zaid,Rainfed,Rice
22,49,71,7.4,23.3,Loamy,20.94,31.06,2769.52,Kharif,Sprinkler,Rice
142,83,12,6.02,16.7,Sandy,24.14,52.79,394.72,Rabi,Drip,Cotton
69,75,98,8.04,30.5,Silt,11.36,36.25,2915.38,Rabi,Drip,Wheat
31,49,101,5.51,39.52,Sandy,15.02,53.09,2206.13,Kharif,Sprinkler,Maize
73,15,85,6.31,24.2,Sandy,13.06,33.43,2536.5,Rabi,Drip,Wheat
152,27,35,7.06,52.3,Sandy,35.34,68.7,1964.94,Rabi,Rainfed,Rice
76,39,57,8.01,59.06,Loamy,38.85,33.75,1054.45,Kharif,Drip,Millet
131,30,117,6.6,16.01,Loamy,12.04,66.95,1878.41,Zaid,Sprinkler,Wheat
66,71,17,5.99,10.89,Clay,12.31,44.05,1644.44,Zaid,Canal,Tomato
104,19,14,7.97,49.49,Silt,26.57,40.75,2809.81,Rabi,Drip,Rice
85,22,20,5.74,19.53,Sandy,25.12,50.82,1754.09,Kharif,Canal,Rice
94,85,51,4.82,27.66,Sandy,29.52,68.46,278.11,Zaid,Canal,Millet
122,18,108,6.28,29.71,Sandy,32.1,64.69,2121.07,Rabi,Canal,Rice
57,77,100,7.64,55.83,Silt,33.92,70.83,341.51,Kharif,Rainfed,Millet
69,48,50,4.62,42.94,Silt,14.47,85.14,2843.2,Zaid,Sprinkler,Millet
117,33,117,6.84,12.03,Silt,11.14,42.2,1562.46,Rabi,Rainfed,Wheat
101,43,111,6.88,10.74,Sandy,36.67,54.8,2910.42,Rabi,Sprinkler,Rice
49,70,28,8.21,19.98,Silt,24.09,45.95,272.42,Kharif,Sprinkler,Pulses
98,50,57,5.65,25.91,Sandy,39.14,65.18,1691.98,Rabi,Sprinkler,Rice
110,14,62,5.62,34.23,Sandy,25.98,47,833.38,Kharif,Rainfed,Tomato
71,88,64,6.26,51.89,Silt,25.3,63.48,1994.08,Rabi,Sprinkler,Rice
98,59,70,5.93,25.74,Loamy,28.69,79.39,1594.99,Rabi,Drip,Rice
49,13,41,7.45,28.83,Sandy,15.1,63.06,1785.15,Rabi,Sprinkler,Wheat
125,60,55,7.07,26.47,Sandy,17.62,80.29,1206.99,Rabi,Canal,Wheat
70,61,101,7.54,10.45,Loamy,37.17,66.68,344.32,Zaid,Rainfed,Millet
100,48,45,7.78,57.76,Silt,16.37,82.22,497.07,Kharif,Sprinkler,Wheat
152,17,27,8.19,16.95,Clay,16.99,85.83,2603.97,Rabi,Canal,Wheat
48,54,83,6.22,24.38,Loamy,25.3,60.47,2167.76,Zaid,Rainfed,Rice
151,37,105,8.44,16.47,Silt,29.23,77.44,2354.31,Zaid,Canal,Rice
157,36,27,5.36,34.53,Sandy,10.03,58.13,543.47,Kharif,Drip,Cotton
93,74,21,7.36,56.61,Loamy,23.7,72.31,337.88,Zaid,Drip,Rice
36,43,81,6.64,15.04,Sandy,21.97,32.25,248.37,Kharif,Rainfed,Cotton
103,71,106,7.77,32.04,Loamy,35.97,88.01,1661.08,Zaid,Sprinkler,Rice
88,71,55,6.41,11.12,Clay,35.19,83.66,1602.51,Zaid,Canal,Rice
53,47,64,7.64,48.54,Sandy,37.18,83.6,509.81,Kharif,Sprinkler,Millet
